Spot_number;HT_Br_141_27754;HT_Br_142_27755;HT_Br_143_27756;HT_Br_145_27757;HT_Br_153_27758;HT_Br_182_30362;HT_Br_184_30363;HT_Br_186_30343;HT_Br_185_30364;HT_Br_189_30367;HT_Br_221_30350;HT_Br_222_30351;HT_Br_227_30353;HT_Br_229_30354;HT_Br_233_30355;HT_Br_122_27749;HT_Br_123_27750;HT_Br_125_27751;HT_Br_126_27752;HT_Br_129_27753;HT_Br_161_27759;HT_Br_162_27760;HT_Br_166_30359;HT_Br_172_30342;HT_Br_173_30361;HT_Br_202_30368;HT_Br_203_30369;HT_Br_204_30346;HT_Br_205_30347;HT_Br_207_30345
738;70577310;67008986;75092350;74089567;68748159;57896184;62875447;108898666;53075466;54547200;60093000;57910821;64494238;35178882;56762627;73605653;60067317;72447242;63549118;60531065;70710280;58884295;70307735;94302750;65093661;35881803;61917368;64136500;43517352;91168872
713;2116014;5045388;2864314;4212397;2004110;952129;927395;295944;1056146;1445395;3876812;3684435;3576958;2684205;5141041;3312662;2088744;2797280;6201468;1315466;1766443;4823481;2592041;727654;2762779;5716417;5158840;3722220;3147491;5613414
691;3582226;5095129;4141076;4460372;2852923;2752634;2567785;1478320;2558842;1810377;3827224;3710943;3253566;2546359;3361487;3514262;3113119;4041036;3930620;2900227;2598537;3774719;3957127;560801;2834591;3301028;2669656;3091750;2934808;3332970
725;29524763;35183486;33650046;34898437;31463498;22586618;22486355;36932001;23136999;20914414;34598809;30581983;30023856;18353278;27426046;36269363;32115290;37299810;30306179;30782163;31357968;28948989;31636729;18309977;25622393;27856826;23185780;28583211;23486856;24816030
704;2534825;1404012;1100810;1843918;1991233;1768965;34718;46559;397628;98938;46160;19430;155297;141143;711;1453980;1414963;1516942;704839;2447129;1876801;552660;806697;319514;2843;0;8772;310;8703;4855
727;6598267;3304512;3982274;3166173;4066626;2115535;2413555;3099039;2232310;2997956;1896204;1423956;2033675;1508591;687847;3160382;3122424;3704547;2565752;3793123;3806601;1236859;3579192;4973647;1447873;608073;2310123;1479900;1175053;1077323
729;43036083;20359966;31029060;23093299;29464436;15329982;19212669;28673905;17404653;22928776;11823284;10154762;13776186;10030498;4698339;23857965;21839034;28732562;24356582;28052017;27710221;11827936;24339862;30585097;10223341;4760007;22492144;9720605;7630293;7859900
740;2228775;2068329;2107944;2438856;2381169;2284095;730455;6983327;226984;335482;10485;24047;66328;77248;9612;2045430;1599607;2116079;2471348;2931552;2542077;1171875;1379674;812396;11020;4329;4952;13653;2878;687903
747;5855143;4972836;3658001;4498379;7342372;329731;1832756;7992674;1082331;1276339;34041;14794;186643;179235;7;3842223;3633048;4304284;4993709;7615873;7037833;3931234;1611244;9825006;4647;3066;12428;1460;21060;12699
733;7760178;7463679;8392347;8006733;10412830;6253104;6535066;3789486;3979485;3625756;1300151;788732;1102218;580559;15770;7112051;6640921;7579174;7912605;9365313;8478136;4118187;6474979;4939392;1344902;461332;859299;408302;321636;4929620
730;23563966;9422843;13746670;12250108;15252220;7640558;12093530;9078518;10289458;9670315;3522201;3751063;5170267;3790407;1703811;10787373;9120418;13002661;13916003;13708642;14991971;4100454;11498510;17631102;5044225;2503351;18356361;3933038;1948292;3470798
731;11185822;5068207;6680335;6278334;9888222;4917980;7810784;5912902;5365969;3910559;1901150;1949451;2285138;1453445;184376;6157813;5335940;6790028;7653256;8101207;8279659;2741011;5400272;4965595;3140457;1397651;6783219;2082724;833908;1526645
742;1514743;1013760;916437;1133785;1389091;420559;446549;644729;8470;160961;4672;450;9208;37411;0;819039;819321;980211;1517995;1281646;1309726;655661;383482;1539930;0;219;919;1610;2970;44654
732;10006417;7271688;7988480;8149379;9438651;5987370;8784796;2734574;5740688;4155851;2017426;1551208;2231316;886617;10742;6480083;6605150;7472724;8630346;9063104;8856597;2857180;7166351;5169157;2693376;1095013;4199332;1676423;723659;1740792
739;2554361;2119750;2255282;2246886;5674937;2324055;953958;4163688;618781;372371;42081;87699;160920;167187;21164;2026805;1594311;2120576;2570928;3195147;2769474;1428209;1459105;100151;34241;15954;25184;14705;29000;1128096
736;2050067;1566397;2019008;1872170;2228824;2209611;727956;3000648;586436;314113;89943;40596;198743;65195;618;1907730;985825;1953239;1979167;2686775;2654602;1022036;1142374;75724;34329;15691;38434;24033;10301;671226
745;566941;586557;634292;482844;587884;217046;86781;2359661;163;92780;140;0;0;36538;0;390117;375672;248517;1411421;477583;364694;445714;83552;575773;0;0;918;340;1110;0
744;486761;491883;560801;524307;573723;109760;131633;2270247;3398;58786;0;149;0;19407;0;421846;493639;442786;1260299;533475;349495;369156;87758;417864;4704;1606;17;427;0;0
748;1014494;1223494;644443;896656;1080764;405957;42706;3499202;9877;75506;3636;6817;94;28763;1053;556596;457056;508761;2096666;751897;1647543;557779;79863;1534525;1;20922;115;6544;0;107
752;1732934;1183347;1207506;2008114;1940753;968570;1035311;3682167;932704;549027;51057;392242;293275;104122;5342;1754834;1467136;1826385;503551;2813453;1907580;548215;843164;2110539;273904;7444;9346;11866;16175;0
767;8288122;19875530;14052584;16281866;7260514;2650882;2266011;2247680;1363891;7232888;14878746;6436360;1031135;10430492;5019;16687535;10868715;4069675;28537010;7254091;8345067;25917863;8258079;3884835;13520478;3101346;3233970;13786547;8217939;20610468
755;1764743;2578960;1521827;2561145;1625753;1820302;983655;2345700;1780417;1087850;1344248;1128848;1332349;2407251;1424540;1932342;2252039;3094397;642779;2465366;2546498;1743754;1430868;152311;1245596;884498;1421150;1791383;4454419;1692445
756;1043004;1024018;694596;894506;886766;421225;721827;588790;835803;602978;445268;1143303;799477;449128;1287857;689652;1001221;954769;327497;616677;1134637;468078;215971;1279942;729757;458128;866810;743780;1632019;715986
757;2399239;2059176;1336979;2516374;2662743;1473464;825972;2171172;1364380;439768;165702;203461;417044;385144;12450;2815222;1496748;1977236;1245594;2866802;1766984;1093854;1221861;1775852;159605;111454;197467;90930;344685;152
760;3228757;2432834;1798647;2869936;2375680;972699;927429;2298051;952847;1174033;354027;310750;624666;1046059;76396;2887342;1769253;2792851;1216985;1975145;2137418;1032011;1286822;3699797;460034;58619;361146;237092;756133;511
774;2092529;3332831;1710835;1154957;1171793;1113030;2502321;5939;694669;1311080;2300164;1671741;1588130;1567196;2348930;1354774;973025;2065907;3376086;1254077;1223494;2009431;1109970;471104;2403311;1514795;2190199;1818834;2245539;1076302
771;1189976;1592520;2259584;1931141;1090841;780979;2675737;76109;796905;1288506;1153033;804453;1773301;924482;1052635;2466318;1078170;1761891;2928858;1331252;1367994;1228637;880243;1909702;2078285;3247367;1887987;1068166;897807;3395147
763;727620;1758254;708318;1461682;742700;1004419;802089;4651;816726;789149;1092421;661236;862917;1108012;488525;1212141;663306;1004318;1733317;1084398;769034;1224436;692750;553168;769061;953581;1187146;639419;949610;914588
764;831728;1905332;869723;2376939;718747;806391;565947;119065;499240;673454;679370;502479;793960;640283;471855;963825;576066;677204;1680333;1132710;625348;1323370;371763;570569;637563;697352;1058968;717288;781412;436851
820;21477393;23267317;16162383;17709522;14460387;8209993;17329468;23091;10009377;6962896;42180987;12012783;20058071;17111904;46005178;20430784;14568609;18081421;25124873;9480919;10492565;33176989;21967525;5945807;22914050;39369300;28598217;27619932;20013434;15807197
772;897414;6172516;1105014;2015380;2497943;1012702;434686;221056;160123;557457;1084246;530532;973981;1086552;679289;2152678;839207;1034544;1913745;854197;898899;1698076;1133559;951898;1402378;1548972;1372262;856325;971980;1677104
781;834725;1041604;1878463;819588;1049085;371492;495857;1093728;297294;509466;584558;582692;579845;688110;726095;1292437;1028825;1824359;860987;610580;669102;747663;830696;886946;1244427;715930;882676;616884;714911;2544267
784;4565214;3686991;3343729;3338398;3764668;3309845;2004700;3944867;2233728;2001550;1870053;1737948;1384932;2313383;2984220;3104956;2931888;4026361;2066653;4001375;2499045;2021481;1394835;2572975;1767866;1297720;1448942;1888276;1835936;1893273
799;2939593;1660040;1588384;1927003;4024337;2566851;1177263;4131832;2683468;1358575;87013;189267;404147;591363;2385;1956657;1734437;2164087;821020;2911014;2915504;996544;1658334;7619169;443023;10351;25364;142617;229789;6143
801;3185003;3649144;2064282;2366837;3859637;3173928;2161815;2791925;2516470;1474478;524588;532843;631223;760788;193156;3428213;2302775;2722292;2206638;3554005;3652658;2800856;2160048;2386735;484471;104526;589328;971313;378783;21631
809;10252857;6841768;6550457;6290201;8524694;4268359;1285083;12759814;1278960;1917829;2267883;1814999;3219252;1561849;1054994;7713557;6739415;6635024;3877749;8916123;6603924;4658097;3479959;5210034;1447021;812018;1643399;1868533;1190387;59
815;1512191;1469087;1395455;1729662;1494584;2392138;146943;878752;682921;222467;1041581;10388;737;316944;64265;1301567;1593717;1340278;1281569;1809411;1543033;1765141;1633970;1648086;35813;104062;2179;186238;275301;0
802;2879855;2037232;3019773;2013278;2628003;1791339;105636;1668181;58566;24734;144206;25602;24106;50118;42456;1623529;2864061;2188268;1172839;2881088;2125255;1046769;689478;0;8633;17717;7648;32707;7562;11093
798;717936;793597;424682;427999;496136;465542;350504;543647;310529;175788;2032;10481;11772;78199;405;376373;339570;246367;407241;365362;411216;418198;370167;689759;677203;604;11011;8444;6907;2
827;28236714;24958848;19428636;26587307;25264062;20970037;8802651;46055059;16621983;11569526;5792561;13807207;10204703;16200832;8662821;17922995;20116133;22237670;11498794;23167432;17824345;13057733;15038807;57922747;5520194;1919615;7405382;6727603;4948524;1060136
811;4620146;3875499;4443222;6344105;5467592;4659503;1184176;8963477;1658558;1620836;1307430;1480766;2162774;1107572;561770;5069397;2815342;4649037;3296938;4929335;4382122;3473486;2265031;1471688;1263186;642279;1376035;1748065;759021;1117
817;4634314;3217988;3084251;5492164;4514425;8154109;4539851;4760359;6123225;4346779;3741047;3396976;2867263;4071865;3091606;2824958;3586268;3648623;2168701;4501141;4995827;3582941;4913681;7999607;5649610;1499880;3097040;3239920;5610723;3136911
813;9900322;10684374;8543852;10974006;9342467;7543717;4920964;13605177;4176789;2139275;6943577;6380398;6966913;3779712;6933300;7864766;10133216;8209627;2265360;9856587;9443258;4066169;2656793;14688294;3767074;2535030;2669954;3384058;4559988;2999130
805;877543;7509483;1503953;1594011;2816321;1046153;752143;393618;111577;786981;1967636;992675;1210325;1448100;2510294;1554653;935699;405387;2805247;1114794;646529;1459778;1724100;8968560;1401927;2145021;1703141;1171055;1333809;1831008
848;23031362;31324640;27971782;29868653;27723906;19189302;22822229;30069708;22311843;14747125;24294444;30553222;26865342;16318133;24601130;31022214;24346433;26464220;20936432;25027115;29792946;32959585;23154897;23642412;20084078;16026893;21275718;32564237;18209081;11646386
814;1293103;1241247;729457;1400052;960283;2987729;896970;994417;2902839;1636401;1191285;1263890;961366;1470779;992253;992457;838021;1051635;1079768;1085885;1184646;1039841;2218510;1538169;2578099;1422466;1165921;712704;1918831;2009843
825;6751708;6269652;5669776;5291203;6465386;5669080;3197987;4091558;4120610;2891169;5749600;4753855;3808514;2190045;2672408;5539272;4739492;3834656;3908658;4405247;7962805;6051299;3955057;7915100;3875931;4476335;2231812;4241134;2953250;3455306
830;11886134;11175280;7254709;11465448;12714497;9104224;7119872;21295482;10301702;3369446;5049337;15101546;9880141;5028875;4090627;9677638;9667050;10076179;3360835;11872932;11202909;7688421;10728123;14032923;7245406;5469686;8237533;6051728;4141120;5481664
800;375654;405379;473246;249202;378157;955899;2952;302331;42676;4577;408746;10487;471;83848;2062;455195;236049;368606;353028;442238;326105;312241;260448;64;8385;5770;436;8331;84826;644
829;5484888;6478345;6949985;7726024;6296394;3928149;1920423;4431130;7363525;2446236;4501019;4982145;4540810;3825630;3530200;5673763;5796585;6281941;2781724;5765182;8890500;6028699;3751482;4409148;2937270;770296;2119151;3001914;2002363;4020082
863;43445020;50052423;39234972;41726929;44234782;31992167;28963894;104238697;25583162;32684296;34209572;43635107;38320841;28994163;48002892;37068076;30662690;36297767;43425731;32487930;41234540;57381942;27724920;73352665;18718319;38594981;45325723;55113248;30579499;68089619
862;39358625;51936514;43269252;46477492;47802384;34279284;32823505;68922188;28683344;29789312;39076582;52823408;45072113;27806307;52000010;42738667;34163093;38136214;36941623;34201531;45201294;57828658;34472797;49811348;24923031;36742977;44719453;49894231;30323538;37081818
834;1823070;2035263;1482159;3317255;1409673;7317391;101861;624864;5319525;190778;1154912;8294;13977;155524;1811;5792530;7607787;2995171;1285508;3173732;9570748;988886;648627;9341840;24423;4464;78968;58551;25230;0
832;3072071;4959180;2517086;2325222;1576270;1570876;14309;616;407482;639213;1713;2669;41673;1161419;7698;1161937;3847243;916869;1146697;3652775;1965820;1406273;888416;551;156167;111093;252256;3587;263343;0
847;7042277;5841040;6375698;5895653;5507844;3782632;3426931;4664091;2568348;2313062;1718463;2497457;2282525;2358123;5063628;5599570;4522757;4370188;2409437;5428573;3243810;3748871;4447206;7199431;2880075;2781777;2596856;3131701;3669745;4127680
841;2258705;5131154;2936667;4525720;3392576;2529787;1560535;868429;1412774;1390441;1682695;2788077;2477218;2310042;2300208;2829066;1356945;1938732;3814081;2220911;2295426;2453831;1718788;2801508;1814969;4101610;2235792;1248210;1516025;2033254
846;3968157;4425653;4738985;4658388;5073793;3723859;2617906;4611549;2385154;1739989;1171096;2319828;2343902;2892949;4476243;4416416;4112899;3733426;2575998;4331108;2979681;3294174;4503627;7063358;2563079;2878378;2967742;3988420;3468999;5450098
837;803057;1310522;752902;1172422;1388739;615304;520836;357892;720503;891600;593219;1016764;846769;640239;933355;809025;732073;949667;1390549;811546;828174;1180344;580236;838816;678474;1379096;718041;461554;402506;752909
835;2036669;10106126;2461405;4149531;2319723;1817456;1549465;1563313;554500;2628064;2842320;1635725;2310201;3575310;4133857;2528951;2703317;2167249;5885591;2919948;2082917;4340428;1355232;5738065;1496828;4144645;3853341;1820451;3137954;4690528
831;599997;416377;540870;804078;1131154;1067514;441742;2535042;1256986;398720;28879;355563;61009;354269;6925;456494;594858;671612;450514;705302;2043360;261551;442485;2649616;12048;65488;137126;99423;11139;6556
840;1871000;1417307;1397375;1281087;1720016;2100470;588318;455224;2746992;622926;20870;66651;29431;411750;2613;2071243;784951;1434172;2014174;1640189;2307083;1027923;1109992;1566878;29463;5063;906862;106325;8439;2054
845;1369330;1171468;1331353;1363781;1537359;1170378;948082;1188621;849419;630965;712225;351390;678859;1162301;1863745;1332029;1402161;1233571;791410;1767462;777761;1045476;311799;1200982;680756;836221;751403;676988;637077;980394
869;5631546;5491400;5875663;5393659;5840135;6580098;4003243;5518475;5253758;5415096;2367520;4324679;5698990;7354402;5098098;5894752;6664286;5633808;3778741;5201930;8073647;5742747;6060562;13819744;3727093;5171260;3471403;5379809;6065160;8497604
856;4059253;4546434;3876236;3405731;4418343;3899385;2937296;3006613;2419300;2324877;3512553;4304483;3510420;1862263;3679778;3991262;3917069;3376563;3850343;2772215;4029596;5559711;2287507;4171096;2232303;4269058;3342979;4293343;2578286;3838909
880;22223615;30722794;18681616;20443249;15568974;19247514;13977286;23510697;16995583;12849570;13659183;18663807;15562470;16684589;17827625;29188728;18725122;22233310;17386182;19520116;25651797;20863517;14192627;31972708;13433018;13987875;11756834;16478855;17206452;19966885
878;12493652;13684825;13031769;11522709;11165576;14410976;8681385;21339029;9719013;8522038;7279103;10244306;10373778;13572428;9774713;15345457;11242592;11371677;9226791;11793164;15237532;10939386;9589815;16489635;8770433;10625659;5954438;10930888;11157830;19248321
855;753683;846118;835475;896899;1023171;862053;34656;7132;102376;196368;0;2870;37;12392;1625;592652;1518821;726940;518797;1084134;692526;430093;326047;1686576;14109;5515;953;2752;775;38830
861;484591;498259;615841;398243;673933;373998;40592;12850;44625;23189;0;1303;513;7474;0;578701;388214;545157;633905;661174;529315;293796;218360;0;2863;0;202;3615;7842;330
857;293016;511363;438119;508567;797096;373716;95476;1805;39865;184394;3993;3221;17536;6880;0;393062;577748;419419;491748;383385;406001;374327;209017;373720;10028;8606;122;29808;2646;0
867;312035;374352;296277;352282;801220;227489;824;324;6038;402;10163;54;0;13431;0;312075;279724;317701;372125;450741;522338;236563;57751;554151;0;2474;0;2535;139;965
885;45756567;65690806;36049974;44833826;40052596;19266254;32032267;8696578;11858078;21349115;62803401;39615965;38569431;36597493;67844557;56228304;36128580;40901421;121959842;20498013;27763622;93228548;35763358;24486553;47026049;110598770;102710098;55433598;45597572;75905607
884;15627440;13419882;8992528;10002175;9341161;8394283;6251840;11446340;6241523;4955890;7940608;8942611;8405813;4529778;7551037;12255708;9704828;9566286;11131652;9139511;9263636;8840161;6220213;14161987;5708300;9718887;7087725;6198620;5966416;10897418
872;9544353;12685841;10470066;8679170;11406052;9380508;5252410;8269310;7245793;4104058;9354809;6453572;5618557;4784499;7310851;12241405;9020662;9569185;9631059;9007201;8188628;10915011;6221427;15329726;5716494;7115188;6251120;6712394;8182553;7129535
876;1467471;2396928;1754488;984080;1461110;3151030;819452;2092758;1563247;1088885;2862375;905941;1162528;1350576;1999971;2146373;1540817;1423889;1095834;2002160;1059513;2279351;2027577;4346995;893255;2361030;860598;1988049;2633645;1728521
875;7306643;8150267;6304532;6713657;7114797;6503024;4695476;8522145;4097715;3380015;4285959;4170690;3840935;2536849;4692564;7497254;6357403;6274974;7804044;7145464;6493399;5426194;4740309;10884228;3321101;3840065;4552942;4145182;3424748;5550789
893;8949546;20452133;11556812;6539885;10644104;5737967;4972584;5206313;3165160;4827324;9108170;3819107;7891757;7780806;7163385;8534813;7438373;7898902;9616309;6108219;5167504;8446672;6131004;8714822;6449536;5161029;7345766;4061893;5871012;9596535
877;1200876;1680498;1121646;1620569;1718782;941889;563697;795529;789028;620574;1089719;1610594;602143;952852;1151855;1317027;1007109;1093920;1599738;1113676;819282;1968847;507171;1367796;857364;1016355;1151539;681269;735672;1561369
879;1214104;1366441;897111;1042034;1164209;1140140;695579;850447;1134820;893593;701055;1082264;573824;549752;838971;1084699;635465;612887;1137541;1193476;685816;1207268;500470;1673267;861058;1451872;1037080;517225;596478;1704344
882;1643531;1413065;1551585;1959388;1676522;1300776;1225643;778109;1320079;872146;942430;789817;1057296;713597;360979;1424695;905044;1479257;939289;1284809;1955762;1622486;657105;3111187;520607;273755;574829;909958;759323;991
887;3525520;1970103;4285794;2373741;3410375;3556832;1370005;4368276;1509315;1506712;904489;1060391;1060259;544139;503221;2359450;1598021;2554427;441960;3365945;2370025;880591;836542;2131756;1029305;490593;820924;1179218;1418497;7022
892;1403313;2487214;1297024;1024752;2030262;1261535;573361;676141;322934;332878;622811;779181;729898;452609;323017;661617;808686;968889;1167485;680076;585197;626133;511153;744436;946909;1006291;1175107;494359;833188;801071
909;4316919;5504056;3401422;4232376;4614913;9215296;3154224;8330202;2585301;2853734;1422721;2171741;2015640;1797696;3145489;3458378;4919918;3591828;2493372;5765632;2662525;2745767;2167213;4635489;2600938;2149849;2500250;1747540;1995947;3287613
897;711896;768485;654750;550424;804578;488040;300192;172020;514533;337913;9986;87228;2763;123514;0;368342;532363;389428;554985;703795;633367;298212;453707;735932;12891;7;33274;3106;6870;173
898;1310834;909737;747356;1061174;1032486;835526;412938;132722;845415;263562;1234;9699;772;95717;3620;956650;952642;823745;760228;1016804;707220;619318;1290284;4072;19421;2232;522;366213;3338;1221
902;2230474;3342612;2602015;2141935;1849804;1532642;314892;1289009;1351679;2379447;955;10431;707;111503;7946;2166776;3072137;2228384;1024009;2536621;1630199;877945;2282970;859;326579;4782;847;66659;7908;20812
916;10837700;11640924;11634342;10749492;12145128;11782567;9155891;23910382;9589940;7440655;11626356;12090925;13022911;5772166;12314946;10694572;8943980;11392744;7747495;10050352;16439677;17375862;10692136;15996254;8066877;7973759;11183118;13718305;9095284;8756603
894;586049;795857;544080;670335;1774368;436860;402411;422612;221808;267192;9579;2746;1136;128198;4434;617565;304470;439464;400394;569515;835399;415836;422430;800997;1931;7223;9230;12151;947;0
913;9587448;8393886;6341613;7801908;8160723;4870423;2692160;2816273;3601698;3508633;243823;566570;70536;1355363;148849;6715333;7085128;7160580;3518928;7049718;8110003;3416658;4855279;3471704;2320395;11689;16802;3279858;63076;1187
903;2509794;948540;1781611;1591155;1556593;2085350;902056;754513;1250101;1172750;25511;62592;162828;674434;6044;822170;858932;1996207;909234;929098;964429;1000163;1007618;1715596;284873;71478;387123;55837;120180;113
895;466247;304758;323357;132890;552022;476057;121944;258417;319348;279266;40107;30845;3343;14814;0;219749;517485;320562;310268;592435;721199;225236;396277;699162;28070;0;4814;1240;304;1843
890;1844238;1306682;1634896;1118321;1800803;1622271;1359629;961775;793883;1109960;1432084;470256;573984;526189;582766;1028732;1236742;1153697;824367;1843910;943818;427179;579129;5149506;975993;367287;597165;517734;669792;667999
914;2634620;2933563;2745852;2760670;3000917;3149152;2533732;3882655;2563417;1855703;3487196;3589923;4413811;1739906;2793767;4133096;2821171;4086355;2959990;3183104;3889793;3778372;2877986;5032209;2231562;1914755;2580460;2668860;2218218;2195595
924;7394465;7936816;7287958;8280271;8210986;4362246;3202072;10007100;4806243;4086619;2797178;2825314;3769525;5023263;1996942;5822469;7840839;8032198;5360979;5743695;6202220;5969619;5051614;12176182;3116369;2046756;3039404;1504286;2391516;3194017
912;3896849;3303103;2405093;3118386;2703693;2955385;1396347;4170742;1782780;1423849;1175945;695289;866429;1257009;391761;1970957;1742728;1862971;946847;2305739;2155410;1556334;1576909;4277606;494717;569376;1024707;855361;1147018;5269
904;737462;529947;527265;1503603;627060;699122;6480;5256;45296;32715;302;72;234;51390;5;619649;530395;500840;386687;750227;686877;279845;276576;24811;1324;4639;714;430;5954;0
923;9795316;13236301;10436317;10808430;11501304;6893862;6152594;9377592;6629485;4930518;6906619;5389713;7695555;5244791;5152166;11548209;9037770;11872787;8200007;9030196;9874799;8895986;7375642;9381535;5428325;4385865;6191124;5445358;5580693;2740432
917;10214223;10085650;8411965;11086401;10603568;10397474;7709983;31259900;7849940;6294573;8701281;9792317;11249561;4770198;9577875;9882009;8502976;8842216;8116347;9764948;12815536;15823685;9497110;22249121;4757566;5892991;8853101;9781407;7482123;10454658
911;4971576;7352533;5703273;6866194;6182191;4385126;3737328;4021305;4743266;2860226;5223416;4980032;5061338;2685780;4226759;7493175;5424808;6156894;5076808;5397248;6118565;6171629;5102010;3814809;4465487;2593435;3477694;3981643;3834052;3376103
935;9317648;11078185;8586855;15816537;11108257;5589412;5507163;2975602;3547269;4932476;7121844;8645716;12663014;11272935;9225843;10141374;5587389;7334240;10987597;6494072;7001980;9178164;6892701;16885674;11001321;7469498;9175085;6082363;8827258;15687947
918;1136578;624502;774566;403657;1359120;559091;174138;911521;550387;535714;297816;277223;483448;764590;408618;737020;619736;613930;466941;719266;778917;292142;263181;887224;285396;296503;529338;184459;310262;387430
929;2729742;5003916;3741056;2758670;4165209;3496657;43364;319175;1878176;978338;2296773;956874;808621;261873;923128;4201420;3013345;2159723;2219921;4004940;4716533;3657277;1333801;9216674;446287;105304;2422381;2159729;1122075;0
921;1567308;1008959;1374447;853031;2011796;1600132;873375;124688;815810;751300;771490;408480;355106;341357;1128515;676234;758488;1186856;447455;1456496;469513;461245;635881;1411247;655501;555121;793148;605936;468551;705645
933;3498955;3386420;2524159;3508500;4334925;1866124;1828498;934625;956477;630819;505343;1796444;1025742;1256813;52499;3193254;2093667;3147359;2599985;3206131;3175169;2505677;1496074;1413681;1120098;131734;667685;760236;186621;34
927;525037;792349;189484;251511;718849;219136;27506;80708;119396;124186;6542;28257;4340;79702;491;583009;462047;880479;321323;554036;596821;279915;201391;208724;103514;3442;6688;7019;14848;0
945;1629093;2333636;1437116;1125524;1811138;1361952;67001;336788;536639;296155;149370;17741;175122;215432;246;1970780;1026185;1230853;1440170;1619971;1916412;1713874;875883;128944;13761;374212;599174;5711;24221;10
931;454866;469581;305399;649015;724173;137487;5917;4330830;1578;6121;2472;6910;753;19859;0;445077;329712;573781;583597;656899;625923;714879;170188;826453;54296;662;0;535;0;0
932;2029966;2147590;2011140;1324321;2168520;2288589;1196020;3797010;935968;1074041;733982;689941;673272;576593;858849;1593396;1151801;1429984;823381;1689495;1034641;960904;851024;1030178;662570;699396;1219282;542237;802922;1073324
938;1789345;4979758;2517153;2418989;2140988;2407536;1870164;2448594;1329796;1467363;2262494;1594418;2114574;2397395;3549338;3547490;2467703;1228445;3851376;2486604;1818003;2552327;1289112;3486475;2056703;2497487;2460343;1729729;1216176;3450124
953;3738486;4117770;4597434;4230971;4718848;3494922;2945472;8006998;3000801;2343364;2666366;2659806;2866291;1379000;2988194;3484213;3822435;3052103;3004762;3992279;4090567;3479773;4004039;5347649;2118508;3410601;2183383;2628658;2487444;1434214
939;2511628;2675374;2586531;2324312;3052211;2699421;2223747;4809006;2032860;1637260;1825627;1823815;1689342;828826;1963635;2871523;2362843;2431443;1744055;2738371;2485357;2121617;2214004;3734462;1391494;759436;1412732;1487773;1232309;1561182
954;1640662;1889480;2216828;2527728;2283530;2280969;1748397;4900665;1786339;974767;1266330;1373504;1510891;953184;1947840;1924860;1762453;1488064;1518355;2085775;2022264;1678081;1891932;2879109;1029536;542589;1170417;1256079;1237496;68112
948;749886;862056;710540;419258;655206;492769;514549;348457;239512;395202;386298;401863;262278;436448;429231;802929;408339;624444;733854;496081;352161;466472;252277;519270;328707;274851;309190;285149;403396;1712049
946;2504768;2742949;2930252;1664553;2291195;2813540;2233456;7451040;2131761;1225229;1397792;1548977;1411859;744948;1339385;1949036;1774282;1694150;1213554;2556419;2621995;1895215;1748417;3532735;1675484;576901;1251560;1244065;1402680;497701
959;3368678;3703035;2324792;3454097;3320476;1855888;1190418;670147;1505181;1213264;625428;338948;216559;967725;10332;3831056;2939297;3376891;2094677;3148258;3456511;1471875;1471166;2988073;1086708;101954;471232;249141;567757;678
958;2515522;2253286;2041474;2349010;2366793;1879568;1805415;3579399;1318133;1324757;689557;1142845;794171;824815;307708;2198820;1729679;1771963;1402479;2062378;2998071;1296237;1707185;2485670;670384;157172;1121671;948582;650755;0
964;2114701;1695748;1633716;1872698;1738377;1369174;736816;2424283;964035;1202323;385145;275653;309696;708344;2644;2094493;1835011;2306815;794967;2479717;2305655;1034258;1283680;2839904;345796;11484;238165;237404;279406;106
957;1326783;1305690;1380362;1242125;1369515;1409989;544327;1066392;583108;737377;487477;330595;463627;687912;646056;1101899;828887;1151810;273844;1327392;1250629;1919650;583730;70673;790585;357186;1174233;467178;617937;474067
985;6045558;6802940;5425715;5821898;5511241;4209520;2501289;510924;914721;1492385;659452;1375243;1081819;427313;219648;4345856;4267316;5140532;2880891;4413789;5270847;3397850;2841552;3557148;1832363;257788;454761;631688;709730;10099
962;1243193;1934487;1636508;1555137;2099698;1453386;119463;111553;570770;139296;21285;11795;5287;2537400;1532;1299513;1418314;1065469;685429;1751504;1882189;872840;789839;1040288;30020;537;84866;37801;35018;391
975;1829497;2486902;1454375;2697170;1851550;1718572;693142;194122;708734;459764;180054;261295;53726;336892;6935;2373252;1128257;1597674;1641721;2383863;1726517;1154861;1117948;1258646;418254;57867;143550;30176;21379;1035
974;2682405;3804230;1901468;2616694;2177236;2253763;1159971;1567937;2248156;1224972;785309;1544153;702134;1175335;185779;3334213;2291318;2335588;2363578;2872162;2915495;2203615;1628271;1754365;1527678;639266;1033389;571360;733275;0
979;581456;635352;583900;1661677;408113;459231;48200;1359406;77574;17437;81973;472;44;44093;0;1602574;682916;548701;353860;1852080;490921;462988;598502;108;546;15385;14925;8460;8781;853166
968;1131497;864079;863933;1049249;1142898;1152995;1688;319;65730;496;0;15716;3857;42800;4824;981749;881589;1059055;530242;1408109;1393899;966514;647176;115992;0;10472;0;11885;1004;0
986;2559244;3255888;2201426;2939405;2704369;1638798;1350216;1784631;859791;964521;48367;828030;209215;862832;5634;1711189;1826651;2191470;1465125;1689259;2589750;1657288;1161433;2830645;689946;35796;158228;324054;384593;246
