Spot_number;HT_Br_141_27754;HT_Br_142_27755;HT_Br_143_27756;HT_Br_145_27757;HT_Br_153_27758;HT_Br_182_30362;HT_Br_184_30363;HT_Br_186_30343;HT_Br_185_30364;HT_Br_189_30367;HT_Br_221_30350;HT_Br_222_30351;HT_Br_227_30353;HT_Br_229_30354;HT_Br_233_30355;HT_Br_122_27749;HT_Br_123_27750;HT_Br_125_27751;HT_Br_126_27752;HT_Br_129_27753;HT_Br_161_27759;HT_Br_162_27760;HT_Br_166_30359;HT_Br_172_30342;HT_Br_173_30361;HT_Br_202_30368;HT_Br_203_30369;HT_Br_204_30346;HT_Br_205_30347;HT_Br_207_30345
980;2330895;3711143;1969107;6674415;2486201;2596504;1249854;1682593;1492380;1251777;569634;811566;439996;1194682;356083;3430799;2197575;3459664;1750034;3618112;3411485;2274823;2347816;2958803;868750;145708;537170;633490;1010643;0
998;3762563;3127010;4322250;3378982;4297201;3728643;3239589;11557977;3695711;1889048;1147321;1911969;1417687;1530057;1065632;3796529;3183508;3057197;2183189;4395967;3859878;4096034;2628432;10261402;690918;800852;1389480;1777447;1524951;209115
990;4539703;4202484;4683130;4277186;4702769;4792113;3279611;10527019;3461038;2565268;2995602;3248915;3614664;1402941;3484656;3861354;4152635;3623566;4092795;4701225;4797670;7610510;3756030;6126748;2694409;5695853;2433138;3048881;2043706;2215503
973;995086;843934;683190;816628;477070;260452;28323;153663;1482;24756;821;51149;2023;521619;3537;446937;532638;695688;280203;508890;581585;426000;181884;5783;8;1554;7052;171956;5584;0
1004;4043732;4083444;2007725;4489639;3892516;2984224;4187505;4959743;1940851;1238506;2983708;6410383;6210026;2813251;8234645;5507304;4455093;4611703;3614921;4105169;6315714;3519664;2591927;9215495;2147735;3023606;5034732;4915372;1715939;5860326
1053;29581794;38377037;23762066;21358129;35307504;10098170;16548686;5246771;2516579;32314934;36749569;22031127;18252140;78343250;60601169;31834782;26959257;23942558;55125348;15373540;9113975;54529157;18075091;15371895;61089134;52295832;43453625;34839297;32269485;76012196
991;2380514;2127892;3152130;2609651;1895922;2174654;1978208;6601884;2507803;964585;1703872;1725216;1610351;791907;1563547;1524351;2568876;1997212;2101308;2298622;1829706;1959116;2965049;3843701;1867464;797286;1116868;1423931;1680095;259894
1000;2758875;6989870;3259219;6176856;5268159;2005127;1597173;129947;261637;2133564;4491688;1721053;2809170;2149090;3278445;6340363;4889171;3689653;3017040;3220001;4212790;3841853;3318963;3784108;3309300;5801071;2926101;3621035;3594626;7059443
993;797688;2869778;1880219;723871;1419022;437883;375915;62284;263588;399314;2572524;557323;595645;577586;1535543;974670;596372;804607;480724;859308;643946;1935655;710954;681170;784000;1247423;827719;483278;675038;878442
1005;2756443;2369387;3202416;2621429;2734779;1789744;2105706;9195437;1695163;3191844;2064606;2500495;2091412;1839490;2262293;3366693;2916083;5992671;2926581;2401269;2825134;2446223;2399592;4066075;1320224;7086302;1348997;1930587;1694547;315073
1006;3151627;2594983;2639101;3008764;2972257;1799832;1323572;2932358;1863098;3735873;1233431;2342216;1231269;1710292;1222381;3054841;2897005;9689856;2649426;3016551;2795401;2128746;2548089;2607442;665340;753795;1934017;1398895;966772;20915
1014;4950200;4477446;4803466;5497002;4817335;3142996;1883049;3991233;2827186;2733934;2024153;2287420;2131049;2130929;970097;6368393;3924362;5169524;2868741;5208444;6408954;3538739;3521643;6591901;1062965;1326654;1550977;1627374;2040461;12219
1009;3460989;3928975;1837836;3330459;2791743;4222255;2406490;3332442;1542482;2627372;1207628;2145412;3382424;1529872;6577862;3877459;2690708;3986248;1720095;2980977;4237512;1946710;2259912;966529;2698510;2248680;4380628;3815332;2671107;4369004
994;405215;971283;705571;243569;547523;225131;200657;3925;43341;281866;583195;337535;242459;196594;580639;360983;411412;610349;249575;488043;328876;1473161;209440;324356;275891;1480054;535349;155122;166741;1262187
1003;2566978;1072488;1944910;1281804;975745;506215;763741;1879;106837;644357;1242626;829670;980432;1067811;1510750;1178938;2163625;1027826;1902581;818164;590967;2257939;1438963;44075;1467109;2529413;1602460;1491901;1536029;1046848
1015;778116;812148;1007922;826566;1049254;569990;5997;298757;6053;19579;637;23301;38406;54109;692;849867;903680;665759;776653;876874;1058143;901816;289575;7;17230;0;9620;8939;2885;0
1022;4650852;3737631;3283806;3047267;4332456;2013818;1180894;2458538;1010514;1263876;587313;1680428;2044143;738030;2460879;4524336;3460924;4047390;3249227;3094864;2433313;3050251;778838;2800999;1474653;2305290;944109;1218957;1120520;2071029
1010;639916;1171118;766365;1061908;1569307;653775;108162;443983;37768;77601;7100;27809;1948;400830;600;656919;489464;672780;432654;1558077;1060009;766676;487281;1487803;5510;172;14694;10200;11943;0
1031;4073699;5980899;3852649;4839568;3438431;3807042;2159577;4216960;2532334;1954987;1480379;2498699;1500796;1944697;686497;5252546;3411127;5063453;1959655;5280152;5341580;3458125;2913130;3712726;2870788;872881;2110373;1421162;1817963;0
1021;2423911;2715936;2073880;2184364;2100217;2086983;1102071;235144;628396;1447155;723960;1613170;1873273;1313893;1440647;3491984;2329929;2607491;2844041;2167922;2489253;1843206;1199093;3860233;1748741;2972726;1477382;1002727;1361625;2626859
1018;347137;706918;598674;467586;590930;301074;12336;97453;6922;12574;7935;31203;7211;203036;16778;470433;671643;489887;659574;467800;566038;534834;319313;3128;1239;797;128;35777;2971;0
1024;1126760;471416;724800;832328;1113652;631348;409941;1413258;548638;571622;518799;408114;561542;580145;197634;855365;705966;1035752;1027209;883296;899302;444498;618508;585755;244993;159185;372734;477542;356755;6200
1036;920359;1293252;1078669;1166907;1304429;634304;554199;278;683338;578692;279185;712174;467186;445204;671303;1424262;1001143;1277554;982883;1136531;1311986;965269;486012;2027182;793880;1404210;308352;354687;609448;600908
1063;13017361;3882100;7142392;5473068;3402390;1849337;146519;871369;112381;140213;2213;30275;3851247;316506;28301;6547141;9049961;2642364;1354291;7871657;2295771;4757823;773072;12681;37547;11205;708762;41131;36407;10100
1073;18593473;14402155;12554045;10699025;13225700;8254135;6520105;18524686;6587581;7127339;7978791;6726640;9446511;7937075;7524213;10405204;10798195;15583760;9080447;10493899;10638723;9903370;10429811;10420563;8064045;4030713;4091546;6545419;4925381;2132115
1052;2508286;5215525;1893402;537919;2736383;2279951;754754;583983;1186751;1674797;48387;186033;216100;1391056;5567;2441300;1038501;1691786;563955;2648477;3330136;3227238;1948009;7666006;1049909;44322;634024;389920;18664;298
1043;2334764;5143671;3120320;2692129;4604673;1529582;1919440;1162769;1168976;1358768;1517977;1516256;1855417;2895430;1819326;2994778;1769540;1562499;1193183;2718737;2795579;1697944;1694092;328450;2085878;1394273;1710021;1386472;946976;410779
1055;2110530;2869695;2208966;1523198;2057835;2043466;1253931;1630372;2365956;1879790;3514319;1341654;2213077;1731142;1822907;3244502;1356336;2130977;1985977;3708158;3058038;2047838;2457341;6580475;1588514;735973;1994020;1738616;1354859;695581
1056;1084459;8106830;1274555;1070114;1898537;1015629;509280;165425;83270;1219426;1409689;975375;1543658;5471857;2457733;1922555;976735;866301;1078219;1293773;1265834;1903655;898786;1961957;3419636;1195605;1839715;936437;1820921;1900155
1074;11369055;14349766;11028616;11044312;12757290;8373853;6831991;14300535;6578947;5686571;6321359;6545487;7204903;6827221;6376773;11808810;10661474;11717628;7276656;12732021;11049911;9704181;8988045;15217434;5116363;3011876;3267220;6954360;3171817;1007485
1069;8457405;33019296;4820518;5064122;42535614;3700791;1328896;1103541;777405;33368564;53822;721411;923291;4682063;6964199;5354135;2884542;5050783;3010903;7291431;6234617;5630085;2619923;4608071;27420676;65733;1064142;4444512;397413;7885
1057;1681471;6256372;2281274;2125704;1896318;3155789;983447;202435;2602550;1165239;3202591;3837661;1731847;4437817;2428412;2039941;2694438;1589748;1692389;3574912;3353701;2441530;2156633;2040984;3774075;1293079;1423474;1891987;1142862;2042540
1059;6738634;19552410;5590079;7873687;6277033;2421564;2380865;914954;346839;2709211;3833671;3990931;2714436;15728360;6518336;5532800;8338007;5267415;4097317;4261970;5669993;6472265;3554375;5099153;5651243;4557335;6754725;5679424;3591961;6215405
1048;744618;3183654;825278;497839;655411;519513;331792;3496;77291;567824;278519;539976;474900;1577101;827149;648883;490395;676499;456463;687497;824066;594967;664526;478986;1465810;730989;842165;347415;330143;1834644
1062;833039;1476121;637215;1184493;1178217;725343;470655;492161;752383;283873;2043151;216573;278233;556015;229857;1464469;697846;1040689;653883;2271469;1277375;518903;634154;2699115;446861;138529;1036968;846112;604738;85890
1075;18215878;2025131;11991300;2776844;1480508;200590;3183;869014;11714;22180;5682;12345;7644696;241162;968;8029357;1904886;1420707;1710471;11234575;1937777;6411940;495474;368277;33062;3722;1405946;29065;11001;3389
1077;1176920;1612082;1166580;665953;2543078;669821;16721;5992;13033;882133;27914;4652298;216;562893;2745;728090;1925218;712200;568465;1589470;2066200;616384;327934;821550;191250;5389;2500;5192;10684;0
1083;6186583;16784365;3983304;5854633;28843960;3381633;4404200;2258522;917499;17531037;1951173;4812521;1392357;16665740;3591996;4526133;3801338;4426843;4418813;4016776;4660807;5569032;2313388;4067907;15199724;43029;468624;8206693;526208;194600
1066;430885;845752;343746;194984;2063900;193000;3416;6942;5072;1388336;8632;327677;220;81381;6305;350656;219893;296747;198757;382301;301172;322479;58593;813234;537905;119;3067;15339;2098;0
1058;988118;2010303;1054948;978225;1373146;728427;793200;0;933260;952617;494267;680774;382479;1110212;996979;993128;710042;1067588;630391;1073060;862488;609150;626977;2471316;924421;1226054;360747;695107;397533;185868
1076;1343291;1426064;1157226;899315;1629543;351010;425824;534908;341966;829656;22277;5028245;815767;1170751;131925;732600;587255;1092802;3320223;1240092;761546;917684;569343;1250630;353973;55357;82023;593682;52754;147
1080;3819921;7755954;8729026;5569486;9058309;2366554;1649991;791262;1018932;6254372;590311;2331053;1554676;6673707;989553;3803300;15386275;3175437;2959718;3067171;3842145;3694143;3184672;4621420;3224917;75165;465377;2994835;836970;6055
1072;838263;273375;749167;970175;673507;562297;3392;316;1854;6370;2010;1183;0;39845;0;616538;969830;754230;333264;1146524;690517;607057;196254;6186;2871;7999;1326;66;2366;0
1081;1129433;732966;1117364;603507;1962467;362658;2898;0;1825;15344;3213;310;2828;114586;103;650381;1055092;946300;879439;964595;832650;660051;168346;45;699;5594;5301;32504;5764;0
1087;5504064;2844852;5999121;2817570;4185118;4645740;1929052;4067392;2615252;2415274;873644;942196;260626;2904054;1178685;3075367;3023313;3423426;988602;4814038;3894328;2133239;1646073;6106624;2404579;984190;533603;1120655;965556;55064
1089;3196895;5890520;3623435;4258688;9061423;1835290;285639;49079;145802;2398273;37670;793715;667293;23131561;74192;3204473;4427461;4044974;1811554;3264028;3258771;3102751;1818513;1185047;1887919;42877;41778;10696327;26175;3895
1088;1741601;1933267;983930;1316284;1775433;1058893;148103;256116;393529;797971;35123;193417;60136;1106734;14679;1644085;1035604;1507680;1030659;1880211;1627839;1516951;648382;1657412;48414;1460;74481;423417;94736;383
1102;5361456;4780080;3314883;4627563;4376793;3115781;1406586;1936492;1827620;1536682;883697;1824751;1444903;1828875;396672;5105085;4190818;4145195;2545471;4870534;5478389;3100836;3537340;4577139;892412;386362;588775;968168;1470752;9784
1090;2000662;3585606;1425413;2698505;1302069;1132103;1095750;35706;165533;512300;1389746;1785828;1172366;2699379;1709563;1892659;3198816;1702378;2446170;1620539;1413179;2463751;2305004;942378;882650;1770096;2162472;1598675;1771771;2413356
1109;1091430;838643;1194543;1399397;1006107;1280593;1029095;799957;959179;679303;114627;840545;797849;439203;7365;1058073;1319036;1254843;891532;1318207;1429789;510659;897734;1565565;301799;35295;66492;198547;177404;1543
1100;648773;697819;586147;752199;660414;339792;366303;170662;91154;415630;255136;213531;100911;500565;513200;672366;426059;690085;546717;664606;566521;693442;448014;455322;399261;492131;339218;288097;464129;1399505
1113;1777539;1654508;1887232;1624888;1891478;908183;1128500;3463067;1424346;1111947;617230;1113638;2120125;772724;584639;1637733;1673601;860418;1464788;1275657;1528183;1717219;2418451;2224556;601258;853746;162473;744743;524781;22101
1105;870273;432629;525468;493466;766603;401240;17670;243;29565;34595;455;938;552;624046;5521;320254;517999;602402;293083;482790;314093;206683;178046;311014;2885;0;323;100645;1760;0
1123;2759239;3798997;3439514;3872813;4349355;3298327;2436586;2258817;1748243;672371;1533456;1429426;857553;1594922;2253246;5137736;2443501;2525305;1861340;3549099;3680729;4140383;3418889;3912;1464168;1351868;1319274;1434349;1825854;120696
1111;1515068;776503;939142;2260586;985777;3275159;803390;2487118;2416970;1109912;150593;997823;1304434;770607;274;910232;1251126;1917781;760083;2405014;1435044;783003;1124886;1902794;204805;333335;19699;52900;503805;1386
1101;1379256;900303;961105;1373178;1557612;1143605;724328;222605;717035;405863;136853;339851;290696;533259;10432;1056167;701297;835426;598232;1178921;1038820;529566;1068649;828524;115470;47978;382292;194796;98256;0
1106;1404262;1643784;1413364;1541736;1598970;1209138;1204760;48332;1287125;639983;782924;820612;381549;1001293;528277;1418950;1967433;1810594;1107387;1289511;970193;1180929;1459791;1475534;325861;880382;147631;779914;662026;1062
1116;10031465;8543707;5864115;9747420;7103916;12352888;3383482;8158550;6599470;4399263;1941518;4751592;4627553;3844266;944758;10882059;6812137;8281509;5578359;10540929;9230572;6594855;4729281;7831245;2250106;3298770;1624096;2962894;2341779;42796
1104;832469;171283;756674;775283;337239;32542;644;5980;431;923;8116;141;0;24874;0;349858;354183;271968;683500;586325;254950;422132;92157;379;7643;79;2101;2703;522;0
1114;1323304;831769;385660;478392;740211;258964;210217;1680;6681;642565;22456;48672;229;213948;0;565675;800927;419875;814012;1450779;804843;287327;127260;655424;35247;0;0;6403;7935;980
1120;463825;761904;446879;823210;783065;287223;1945;48637;2531;1776;749;25590;4522;24986;0;391451;1234698;319210;391303;526669;436477;588237;147660;5387;2890;602;2315;8485;572;0
1117;2247588;1899173;1857105;2066804;2173361;256777;58652;5;45869;799260;140364;12696;23710;305673;186;1306439;1418684;789734;1047646;2939627;917231;1043595;312498;0;237381;15931;865;27770;27098;4588
1121;518376;387735;1014659;1366936;727184;1023373;16499;7957;125;611;1289;522;0;68172;0;691034;545865;346880;422648;983176;359692;407586;173455;10136;856;12939;19;78;2631;0
1143;5817521;6644509;6142155;8835859;5979449;3504652;1188516;381934;1087561;1169056;18729;249755;409435;991877;1029;5415717;2988543;6086606;7380609;5064294;4011451;1372460;4622997;3035854;1934705;1630;18267;117766;359367;65
1131;3010147;1593318;2591483;2373938;3135149;3472905;1611938;1206192;496611;946690;626140;1284809;538000;1624945;3112682;1867060;2137989;1836026;1084029;3727902;2833714;2779737;1530484;1992864;1761938;806922;695426;705203;1708938;1814005
1124;885924;1030968;1872559;834675;1197330;1045219;929528;34537;1272532;238172;589158;662479;66531;708426;745289;1334034;944758;917111;771395;1118426;983027;654381;1048343;1890650;217387;616531;180878;527858;714146;1022
1132;2609630;3116967;3312094;5093460;2836052;3299607;2521215;9612318;3044773;1069985;2194615;1955237;2364333;1637632;873793;3736708;1898177;2998412;2974923;3065923;3567022;3211668;3565655;3621783;834621;181199;814286;1609655;1261964;79783
1126;2449167;2505350;2387853;2271384;2147039;1931081;1532247;7454511;2716068;1275093;2646896;1901668;602214;1827540;1486785;2660986;2055486;3780576;2099543;1888316;3116203;2842883;1506252;2391292;886580;561663;564145;2292139;853253;15005
1135;2017517;1613609;3189788;1823587;2329765;2414766;1124645;927222;700170;860441;379518;1177158;565359;1166732;2221689;1647829;2754379;1849415;671189;1528168;1540054;1201539;1740240;2397787;1886761;797137;707781;698321;840540;219573
1134;768424;1481692;984739;748090;1036244;1316051;1226685;9363;12152;750008;534129;535983;77915;348652;384092;731315;846311;675913;614317;716284;876499;795811;601501;1438729;782769;640635;558685;456218;710146;262589
1151;7669888;5123232;4407736;5496482;5071367;4018018;1348170;2808119;1141731;977898;535671;1463453;1962055;2754926;170060;6083504;4569897;4658801;4138299;5788801;5668591;4079006;1615967;11106905;565710;643155;1208245;1732844;1258103;599
1145;1892305;1394748;1467730;1435170;1707988;1400119;768905;881162;888624;367228;85933;474567;181312;978041;20285;1644185;1000172;1406033;1420121;1606205;1444381;1056798;1151090;1967385;160597;17766;725094;407770;91063;0
1150;1593348;1104378;2072901;1761604;1448737;1228763;491550;405146;361751;239840;116706;423902;690136;526785;2252;1461802;1105013;1413871;1077966;1273827;1460784;1193581;609809;1201402;133023;50472;161841;379684;74635;2451
1155;1650967;2562719;1592306;1678247;2329450;1597646;477834;955077;872480;88376;317666;727564;303367;767479;79850;2587651;2035520;2645172;1913380;1799822;2913512;2253108;1085051;2120565;108934;78282;345103;443396;147391;0
1141;1233928;1712388;1243541;1762142;2061654;863817;116501;2713;59578;210094;155408;351170;209481;493100;58;1424053;1698344;1884518;1183655;1513634;1918254;1822069;1182274;379720;296443;34120;23522;242280;8207;454
1152;1732291;1075731;1506416;1381174;1620693;1282665;515637;378141;680207;302822;9224;190247;42957;1035067;18884;1582994;1927458;1502218;1306183;1623851;1631173;894375;1335594;2364459;51717;10560;40537;231292;87859;12
1159;2034189;1529608;1904677;1695969;1928592;1447357;75919;483800;10705;1007;56311;116588;81224;373418;53566;1620065;2485771;1702584;1497090;2255396;1915936;1310230;1202648;1781;9117;6751;8467;190429;32892;0
1142;820473;402283;396808;891364;826109;735123;364975;2175890;410413;167431;2736;198529;105818;234597;7;596903;438642;564116;364017;694301;595165;531703;275154;710774;102303;40009;63189;33075;160056;12635
1171;2609465;1990914;4663996;2247744;2492256;1768869;2632881;173638;582214;64159;103934;392166;267173;719302;25625;9016599;1909118;2503659;2053160;2816584;2510963;3650508;2675161;2620013;80125;26971;549217;177852;70039;390
1172;2503959;2537491;2214283;2378680;2868675;1603026;283011;1671778;714422;122250;503939;735701;415046;443994;873407;2324033;1779466;1745772;1875886;2322005;3205307;12216502;1420773;2846803;98994;14667;481535;317112;58414;955
1170;2095477;1751252;2649869;4561339;2901894;883838;195973;870528;20450;36813;1784;32813;9332;297452;4257;2130533;1399525;2137489;2286732;2347283;1374805;1033487;527043;2786;76307;22698;6285;33632;451;13254
1153;1252411;1388276;1301536;1610358;1091646;925435;149287;1336206;396763;88875;28310;444510;47310;292383;2581;1461012;6170045;1553513;874859;1083299;1527453;933984;1038347;4591557;148197;21678;22131;214391;23343;240
1212;3829324;5108622;4235928;4091214;5957931;3112166;1372071;12083;880559;1229327;807372;1727417;29969;2111789;2308480;4260815;2444071;4919622;3721686;3825054;3333437;3434010;1949856;5965805;2384932;3691641;4529196;623606;1978278;26988
1175;1400128;889856;900833;803821;1142396;931371;396647;883428;398598;285520;108342;178109;97452;693778;214159;989996;709058;715790;389971;646895;852882;722036;555968;1419699;256377;41268;50800;155570;367069;249
1193;4091040;4310836;5579466;2892110;5146884;3147686;2930736;2718956;706891;1817836;757027;2078493;255863;1848585;1372318;3528285;3957852;3237021;3270241;3915925;2739391;3338596;2671358;3290;2967270;1428697;1005766;981084;894708;572334
1205;1585789;2055517;1640085;1730138;1573971;2630621;1228990;1642725;624214;663671;352666;556901;83804;937451;494155;2089998;980737;1430182;2444705;1597087;1145984;1241750;1632437;24515;1232393;243389;131956;457311;700898;523716
1197;6000749;6552701;6756962;5379894;6871488;3796155;3438540;169243;1441719;2905982;354284;1469093;1110262;2059978;2327193;4564551;5353082;5614252;3734858;5325508;5446397;5554112;4117337;2154833;4424655;2957085;1786540;1003549;2832622;2855565
1203;432257;402982;1826404;547602;281971;362282;1419820;52020;52115;32561;14731;46591;7299;209777;425;473969;656412;589808;313413;702826;393669;529315;1342543;818326;27206;1052327;22703;34266;17762;3205
1208;1320102;828477;8562308;1452537;1207092;832476;6624111;73698;227939;34491;22021;303384;20565;421631;23655;1338640;995791;914625;1187138;1279288;969483;833568;5026373;860260;207919;16948;23992;130229;12012;2454
1189;746351;1700216;726717;1003444;702024;406500;4242;1006388;109;1778;3954;1179;10322;93865;550;696050;1589419;787283;451780;791700;712789;550096;491671;537;8883;269;652;9785;2507;0
1202;3024455;3198557;2369063;3332979;2882967;2022131;977295;412380;727293;1615423;177708;789597;125648;897006;1530156;2201651;3193865;3036056;1852916;2879221;1889232;2179723;1666630;3945445;1695436;1132615;1066117;437660;1449616;566902
1216;3394985;4650387;4812985;2920424;3014173;2709814;1119394;18194;550931;1467442;579686;1086181;540114;1277406;1562828;2689048;2761452;2148062;2259565;3956176;2883606;3287073;2148438;4081473;2217215;587413;1589391;494798;962431;144996
1219;3639826;3149911;2600413;3378083;5290978;2315474;3362855;259650;8326035;6198154;1087663;1346092;198146;2026756;2567709;3474826;2047157;3374622;2064118;5030869;4613381;2272823;2691656;7256041;4519969;2610655;1757507;464424;4514135;34819
1217;7449119;5442903;6016279;6721240;2874909;5309687;1851021;6436205;3074579;3543733;704785;1516870;113420;1908867;2616981;7568370;4888005;5580947;5424930;10680769;3230444;3745759;1690153;409861;2132842;2352543;1884119;71212;2671206;253279
1223;1027654;1779487;905940;1430575;1218329;1148020;911389;233891;608612;312964;186211;323112;151683;620856;9269;1237942;927955;1185711;1218545;1098526;1221932;1100937;904336;1000489;472531;28092;103273;254749;92159;1021
1213;499692;393675;620802;925884;466454;94211;3176;200;0;712;2804;0;1584;55339;0;347838;610926;444720;1013107;501184;398246;377339;150668;474401;6643;3223;2105;5292;98369;28570
1232;4539695;4873794;4094824;3769412;4691106;3392165;996221;2456448;829211;245673;105511;732486;436836;2233916;30117;5045366;3541273;3878583;3299938;4730565;4279439;3199926;2606722;6345145;327297;344217;149252;454040;396519;2835
1239;3104926;3752564;2575778;3958185;3998411;2777499;1806045;3004668;1897341;1188885;717321;1674854;1659165;2053831;395074;2997045;3522140;4639407;2459686;3237178;3165332;2441332;2188196;3079484;1395953;755578;667677;1347873;1013368;1341
1229;560375;1060995;755683;1471994;1197463;790276;576650;364070;754184;306116;148935;300647;92642;698960;4032;897841;871897;1221416;742309;734564;829892;980161;681273;509025;572125;48975;91100;185943;63558;2526
1253;467455;812148;907773;1136147;1017455;762236;614382;512008;352846;471051;189206;402010;20955;345841;83117;751073;763108;1305153;638438;641221;797074;514014;897800;1325127;672453;144572;55626;104329;170823;13
1261;982570;1376053;1233376;1045007;683720;709926;686067;616717;590859;194640;784183;274029;138755;347655;186645;1243529;1204658;1075874;1251457;1168261;1746539;745683;605523;986789;425671;689003;23663;150772;82754;1163
1228;2601561;2845134;1968280;2261558;4131565;3272981;1861580;2344457;2347530;2458797;1600355;1773652;1767743;1271484;1688503;1239017;1460215;1846278;1795377;1975934;1978111;2648397;1403144;2949512;2053044;2434660;651286;1078596;2566809;2001485
1260;810488;665627;632982;1085582;764291;333452;3670;4;12930;13833;3202;149072;889;153620;5409;783006;884823;688248;436880;995033;587502;649133;395663;65132;971;3673;18473;8053;7348;0
1282;1784192;3700628;2262447;2105846;2057353;1999207;1119693;2287166;1710886;2180862;1614898;2179606;1474560;1791587;2316322;1837503;1862855;2099153;3022900;1431313;2326004;2844055;1070317;6672;1519765;1360418;2247947;1888205;1727830;3802024
1290;1521752;1492551;2688954;1278882;1716711;1821448;1002011;8752247;1749371;1161460;797043;753470;656888;982570;1148004;1131676;1476455;1834171;888688;1645816;1598201;1622508;1450927;2880410;861640;815053;434256;688555;1365127;4077363
1287;1183733;982627;1029017;963634;1995502;1387808;728137;36212;1039764;989400;492134;845895;554471;667208;635516;862632;1042319;2287015;826950;1294586;969292;947783;619516;2458108;725712;911901;464490;503157;1189839;4564906
1292;4894516;2180129;2371495;2644588;2887313;1890400;1388243;2788451;1614044;666994;819634;1025034;453805;1647115;163759;2817924;1933872;1838802;2568122;2583577;2819384;3518173;2377967;2865943;697690;878447;357506;871110;433023;6092
1308;27077991;37858231;27012711;34178800;29083803;30038913;26747339;40170055;22036237;23231836;23217484;26418951;18537190;24192402;25443844;31261576;28024267;29936535;31745417;25770381;35972531;32360372;32708995;3274531;30522233;10901640;23416079;20513079;16636961;37577652
1301;3132036;3136177;2911819;3430002;3805967;2058315;1175086;258293;888668;1741600;2878784;1546563;1778836;1940148;2138831;4099577;3687656;2940031;2324491;2485832;2852186;2702617;2189306;3578154;2474951;2057788;2499061;1741088;1710867;2293746
1312;9573560;12438413;10961597;11986824;9245749;10539967;8050911;5916227;7265166;11422758;6218121;7561113;6298465;7096645;10286399;9684428;11990300;11451358;9181213;7395409;14218255;10250276;11625789;36092103;13183470;20281741;9702868;6160172;6783010;11593438
1310;3359201;8713260;4051067;4042701;2734656;2362405;3022943;510036;1019662;1035655;5313267;2084505;2740469;4628294;6705221;5410164;4555487;5671525;6990803;3653009;2448262;7376247;3337566;509293;3940191;4372398;6862772;3456203;3623069;9306960
1315;6370746;6168703;5286959;4544998;6087462;2726213;2290600;3514075;2855465;3517406;4824903;2739954;2770429;4714268;4870543;8797790;5508205;5705982;4636372;6039276;5262797;5529731;4263504;11645505;5144759;5697335;6460407;3884316;2962073;6120599
1309;355687;321535;316902;572629;355090;285472;23819;26499;17299;723;493;68235;5297;164840;14718;366369;210703;381640;242086;297659;394111;212697;222755;16312;12821;1643;3126;18919;56992;0
1318;571631;570266;385348;645833;1195426;197521;18763;346;19798;8414;10967;245530;5302;163953;27;565672;646870;519454;404878;428795;466781;625450;319955;49623;0;7503;9887;24950;637;160
1298;500859;334629;303649;550774;396494;348367;110796;4487;200524;10236;2283;103887;12218;304162;1522;367208;275875;781401;662495;246891;453286;337119;264638;173117;42060;24623;7226;136106;23066;0
1329;445595;1220107;446312;637859;859492;200856;1450;1728;8791;23871;20092;5242;14183;145067;1554;570071;635584;354513;507156;397428;467265;257028;459925;14;31;7173;39932;7571;2942;14790
1354;11604715;21387794;11891558;25667850;18770071;9400526;10450618;7026613;13648592;5559250;15419747;19453041;9396546;10784940;9158566;12128644;11504950;6181186;24203492;11840398;14915904;17600728;12396472;3321007;11075172;10633000;12108177;12684254;11808876;20373612
1340;1661764;2681572;2232374;1698645;1988045;1186255;871076;38481;1364658;938830;2633855;2590821;2390057;2460105;1548649;2786183;1654771;2306898;1913093;1465131;1675945;2270573;1637442;2162287;1138875;1089193;1125196;1214788;1233074;6371408
1372;13931841;9307464;9021917;8573053;12742321;6811956;3525352;8867301;6455859;5117927;6936929;2263157;3790238;6222560;6753621;7036542;8805173;5783545;9447872;12107847;5418592;9613110;7275504;7585793;2489433;6203638;1169529;5197420;7522623;1802032
1360;15416526;19190722;14257035;13433120;14482622;14466396;7229785;13848798;8885773;7108873;8853259;9247109;7819216;8716719;12714595;10493296;7527406;6582868;12815582;15083149;10113922;17358070;10995262;14831229;8182602;11922928;10610125;8897804;10691453;9689540
1362;877055;670326;902455;846679;433524;542893;362288;118716;296017;31382;190874;171129;162722;796923;20246;569935;726402;728505;856091;1349528;606417;615191;591935;683102;172666;90616;25537;429157;137204;0
1366;1070759;1070547;1506904;1017383;673763;591791;656025;158404;389313;13708;104611;418640;237836;488161;8720;739777;697489;1072011;673233;1181688;771889;919318;1015602;631957;234182;54905;20543;452216;68426;0
1361;400902;390321;622369;449036;409802;357532;102901;2108;102730;13250;105318;81277;43110;305300;3336;542482;370182;870466;334072;356442;400033;398510;320914;358300;35048;23420;101987;151547;26448;0
1339;376573;502547;603651;993088;869342;272935;8864;16128;6489;658;2181;15361;23992;297843;2796;347284;422779;566837;326924;397114;344472;264866;333166;28487;21588;13254;603;5734;33327;6540
1341;1034363;1799793;781021;739730;994140;1005500;398945;392019;558299;835382;1226329;1158644;1077404;1408959;853822;1230538;1542363;845721;1492519;730114;1242801;1341061;893293;3982967;924637;1416142;876548;552173;707412;3338740
1356;5099708;11886788;5698782;14134774;8605083;3499036;2984179;1131063;1615732;1899012;11800019;11976933;5319176;2670358;4065007;9030014;5585441;5507336;12988878;8388291;3280920;5992018;9577351;12568756;7973337;2892141;4222112;6660931;8133378;8158829
